agency_cd,site_no,Month,Day,Year,Time,Discharge,Qualification Code
USGS,5054000,4,16,2000,0:00,1160,A
USGS,5054000,4,17,2000,0:00,1160,A
USGS,5054000,4,18,2000,0:00,1170,A
USGS,5054000,4,19,2000,0:00,1180,A
USGS,5054000,4,20,2000,0:00,1240,A
USGS,5054000,4,21,2000,0:00,1450,A
USGS,5054000,4,22,2000,0:00,1770,A
USGS,5054000,4,23,2000,0:00,1810,A
USGS,5054000,4,24,2000,0:00,1860,A
USGS,5054000,4,25,2000,0:00,1840,A
USGS,5054000,4,26,2000,0:00,1750,A
USGS,5054000,4,27,2000,0:00,1660,A
USGS,5054000,4,28,2000,0:00,1600,A
USGS,5054000,4,29,2000,0:00,1550,A
USGS,5054000,4,30,2000,0:00,1490,A
USGS,5054000,5,1,2000,0:00,1430,A
USGS,5054000,5,2,2000,0:00,1430,A
USGS,5054000,5,3,2000,0:00,1430,A
USGS,5054000,5,4,2000,0:00,1440,A
USGS,5054000,5,5,2000,0:00,1440,A
USGS,5054000,5,6,2000,0:00,1400,A
USGS,5054000,5,7,2000,0:00,1370,A
USGS,5054000,5,8,2000,0:00,1410,A
USGS,5054000,5,9,2000,0:00,1370,A
USGS,5054000,5,10,2000,0:00,1400,A
USGS,5054000,5,11,2000,0:00,1420,A
USGS,5054000,5,12,2000,0:00,1440,A
USGS,5054000,5,13,2000,0:00,1470,A
USGS,5054000,5,14,2000,0:00,1530,A
USGS,5054000,5,15,2000,0:00,1670,A
USGS,5054000,5,16,2000,0:00,1710,A
USGS,5054000,5,17,2000,0:00,1670,A
USGS,5054000,5,18,2000,0:00,1630,A
USGS,5054000,5,19,2000,0:00,1560,A
USGS,5054000,5,20,2000,0:00,1470,A
USGS,5054000,5,21,2000,0:00,1450,A
USGS,5054000,5,22,2000,0:00,1420,A
USGS,5054000,5,23,2000,0:00,1380,A
USGS,5054000,5,24,2000,0:00,1350,A
USGS,5054000,5,25,2000,0:00,1320,A
USGS,5054000,5,26,2000,0:00,1290,A
USGS,5054000,5,27,2000,0:00,1290,A
USGS,5054000,5,28,2000,0:00,1250,A
USGS,5054000,5,29,2000,0:00,1210,A
USGS,5054000,5,30,2000,0:00,1220,A
USGS,5054000,5,31,2000,0:00,1140,A
USGS,5054000,6,1,2000,0:00,1130,A
USGS,5054000,6,2,2000,0:00,1100,A
USGS,5054000,6,3,2000,0:00,1080,A
USGS,5054000,6,4,2000,0:00,1210,A
USGS,5054000,6,5,2000,0:00,1310,A
USGS,5054000,6,6,2000,0:00,1360,A
USGS,5054000,6,7,2000,0:00,1360,A
USGS,5054000,6,8,2000,0:00,1350,A
USGS,5054000,6,9,2000,0:00,1350,A
USGS,5054000,6,10,2000,0:00,1330,A
USGS,5054000,6,11,2000,0:00,1280,A
USGS,5054000,6,12,2000,0:00,1240,A
USGS,5054000,6,13,2000,0:00,1250,A
USGS,5054000,6,14,2000,0:00,1290,A
USGS,5054000,6,15,2000,0:00,1270,A
USGS,5054000,6,16,2000,0:00,1530,A
USGS,5054000,6,17,2000,0:00,1650,A
USGS,5054000,6,18,2000,0:00,1540,A
USGS,5054000,6,19,2000,0:00,1650,A
USGS,5054000,6,20,2000,0:00,5220,A
USGS,5054000,6,21,2000,0:00,5000,A
USGS,5054000,6,22,2000,0:00,3560,A
USGS,5054000,6,23,2000,0:00,2920,A
USGS,5054000,6,24,2000,0:00,2190,A
USGS,5054000,6,25,2000,0:00,1790,A
USGS,5054000,6,26,2000,0:00,1830,A
USGS,5054000,6,27,2000,0:00,1620,A
USGS,5054000,6,28,2000,0:00,1620,A
USGS,5054000,6,29,2000,0:00,1450,A
USGS,5054000,6,30,2000,0:00,1350,A
USGS,5054000,7,1,2000,0:00,1250,A
USGS,5054000,7,2,2000,0:00,1160,A
USGS,5054000,7,3,2000,0:00,1160,A
USGS,5054000,7,4,2000,0:00,1220,A
USGS,5054000,7,5,2000,0:00,1310,A
USGS,5054000,7,6,2000,0:00,1270,A
USGS,5054000,7,7,2000,0:00,2280,A
USGS,5054000,7,8,2000,0:00,2430,A
USGS,5054000,7,9,2000,0:00,2180,A
USGS,5054000,7,10,2000,0:00,2090,A
USGS,5054000,7,11,2000,0:00,2010,A
USGS,5054000,7,12,2000,0:00,1890,A
USGS,5054000,7,13,2000,0:00,1920,A
USGS,5054000,7,14,2000,0:00,1980,A
USGS,5054000,7,15,2000,0:00,2100,A
USGS,5054000,7,16,2000,0:00,2170,A
USGS,5054000,7,17,2000,0:00,1990,A
USGS,5054000,7,18,2000,0:00,1800,A
USGS,5054000,7,19,2000,0:00,1670,A
USGS,5054000,7,20,2000,0:00,1660,A
USGS,5054000,7,21,2000,0:00,1740,A
USGS,5054000,7,22,2000,0:00,1760,A
USGS,5054000,7,23,2000,0:00,1590,A
USGS,5054000,7,24,2000,0:00,1380,A
USGS,5054000,7,25,2000,0:00,1310,A
USGS,5054000,7,26,2000,0:00,1270,A
USGS,5054000,7,27,2000,0:00,1270,A
USGS,5054000,7,28,2000,0:00,1320,A
USGS,5054000,7,29,2000,0:00,1390,A
USGS,5054000,7,30,2000,0:00,1410,A
USGS,5054000,7,31,2000,0:00,1340,A
USGS,5054000,8,1,2000,0:00,1240,A
USGS,5054000,8,2,2000,0:00,1170,A
USGS,5054000,8,3,2000,0:00,1120,A
USGS,5054000,8,4,2000,0:00,1060,A
USGS,5054000,8,5,2000,0:00,986,A
USGS,5054000,8,6,2000,0:00,898,A
USGS,5054000,8,7,2000,0:00,805,A
USGS,5054000,8,8,2000,0:00,739,A
USGS,5054000,8,9,2000,0:00,713,A
USGS,5054000,8,10,2000,0:00,699,A
USGS,5054000,8,11,2000,0:00,697,A
USGS,5054000,8,12,2000,0:00,687,A
USGS,5054000,8,13,2000,0:00,656,A
USGS,5054000,8,14,2000,0:00,741,A
USGS,5054000,8,15,2000,0:00,701,A
USGS,5054000,8,16,2000,0:00,752,A
USGS,5054000,8,17,2000,0:00,750,A
USGS,5054000,8,18,2000,0:00,740,A
USGS,5054000,8,19,2000,0:00,723,A
USGS,5054000,8,20,2000,0:00,689,A
USGS,5054000,8,21,2000,0:00,700,A
USGS,5054000,8,22,2000,0:00,703,A
USGS,5054000,8,23,2000,0:00,696,A
USGS,5054000,8,24,2000,0:00,684,A
USGS,5054000,8,25,2000,0:00,709,A
USGS,5054000,8,26,2000,0:00,552,A
USGS,5054000,8,27,2000,0:00,355,A
USGS,5054000,8,28,2000,0:00,389,A
USGS,5054000,8,29,2000,0:00,650,A
USGS,5054000,8,30,2000,0:00,833,A
USGS,5054000,8,31,2000,0:00,1170,A
USGS,5054000,9,1,2000,0:00,812,A
USGS,5054000,9,2,2000,0:00,1090,A
USGS,5054000,9,3,2000,0:00,1430,A
USGS,5054000,9,4,2000,0:00,1160,A
USGS,5054000,9,5,2000,0:00,928,A
USGS,5054000,9,6,2000,0:00,752,A
USGS,5054000,9,7,2000,0:00,625,A
USGS,5054000,9,8,2000,0:00,566,A
USGS,5054000,9,9,2000,0:00,540,A
USGS,5054000,9,10,2000,0:00,492,A
USGS,5054000,9,11,2000,0:00,451,A
USGS,5054000,9,12,2000,0:00,436,A
USGS,5054000,9,13,2000,0:00,440,A
USGS,5054000,9,14,2000,0:00,443,A
USGS,5054000,9,15,2000,0:00,447,A
USGS,5054000,9,16,2000,0:00,463,A
USGS,5054000,9,17,2000,0:00,475,A
USGS,5054000,9,18,2000,0:00,448,A
USGS,5054000,9,19,2000,0:00,408,A
USGS,5054000,9,20,2000,0:00,384,A
USGS,5054000,9,21,2000,0:00,374,A
USGS,5054000,9,22,2000,0:00,504,A
USGS,5054000,9,23,2000,0:00,441,A
USGS,5054000,9,24,2000,0:00,470,A
USGS,5054000,9,25,2000,0:00,468,A
USGS,5054000,9,26,2000,0:00,440,A
USGS,5054000,9,27,2000,0:00,414,A
USGS,5054000,9,28,2000,0:00,309,A
USGS,5054000,9,29,2000,0:00,237,A
USGS,5054000,9,30,2000,0:00,347,A
USGS,5054000,10,1,2000,0:00,579,A
USGS,5054000,10,2,2000,0:00,604,A
USGS,5054000,10,3,2000,0:00,532,A
USGS,5054000,10,4,2000,0:00,500,A
USGS,5054000,10,5,2000,0:00,494,A
USGS,5054000,10,6,2000,0:00,484,A
USGS,5054000,10,7,2000,0:00,477,A
USGS,5054000,10,8,2000,0:00,471,A
USGS,5054000,10,9,2000,0:00,451,A
USGS,5054000,10,10,2000,0:00,426,A
USGS,5054000,10,11,2000,0:00,416,A
USGS,5054000,10,12,2000,0:00,410,A
USGS,5054000,10,13,2000,0:00,433,A
USGS,5054000,10,14,2000,0:00,500,A
USGS,5054000,10,15,2000,0:00,459,A
USGS,5054000,10,16,2000,0:00,429,A
USGS,5054000,10,17,2000,0:00,396,A
USGS,5054000,10,18,2000,0:00,379,A
USGS,5054000,10,19,2000,0:00,367,A
USGS,5054000,10,20,2000,0:00,365,A
USGS,5054000,10,21,2000,0:00,364,A
USGS,5054000,10,22,2000,0:00,324,A
USGS,5054000,10,23,2000,0:00,297,A
USGS,5054000,10,24,2000,0:00,306,A
USGS,5054000,10,25,2000,0:00,353,A
USGS,5054000,10,26,2000,0:00,411,A
USGS,5054000,10,27,2000,0:00,338,A
USGS,5054000,10,28,2000,0:00,255,A
USGS,5054000,10,29,2000,0:00,264,A
USGS,5054000,10,30,2000,0:00,278,A
USGS,5054000,10,31,2000,0:00,411,A
USGS,5054000,11,1,2000,0:00,729,A
USGS,5054000,11,2,2000,0:00,855,A
USGS,5054000,11,3,2000,0:00,716,A
USGS,5054000,11,4,2000,0:00,584,A
USGS,5054000,11,5,2000,0:00,495,A
USGS,5054000,11,6,2000,0:00,608,A
USGS,5054000,11,7,2000,0:00,1620,A
USGS,5054000,11,8,2000,0:00,2130,A
USGS,5054000,11,9,2000,0:00,1450,A
USGS,5054000,11,10,2000,0:00,1070,A
USGS,5054000,11,11,2000,0:00,981,A
USGS,5054000,11,12,2000,0:00,984,A
USGS,5054000,11,13,2000,0:00,951,A
USGS,5054000,11,14,2000,0:00,898,A
USGS,5054000,11,15,2000,0:00,857,A
USGS,5054000,11,16,2000,0:00,761,A
USGS,5054000,11,17,2000,0:00,614,A
USGS,5054000,11,18,2000,0:00,701,A
USGS,5054000,11,19,2000,0:00,754,A
USGS,5054000,11,20,2000,0:00,748,A
USGS,5054000,11,21,2000,0:00,700,A
USGS,5054000,11,22,2000,0:00,561,A
USGS,5054000,11,23,2000,0:00,469,A
USGS,5054000,11,24,2000,0:00,561,A
USGS,5054000,11,25,2000,0:00,600,A:e
USGS,5054000,11,26,2000,0:00,670,A:e
USGS,5054000,11,27,2000,0:00,710,A:e
USGS,5054000,11,28,2000,0:00,750,A:e
USGS,5054000,11,29,2000,0:00,770,A:e
USGS,5054000,11,30,2000,0:00,800,A:e
USGS,5054000,12,1,2000,0:00,830,A:e
USGS,5054000,12,2,2000,0:00,880,A:e
USGS,5054000,12,3,2000,0:00,900,A:e
USGS,5054000,12,4,2000,0:00,900,A:e
USGS,5054000,12,5,2000,0:00,880,A:e
USGS,5054000,12,6,2000,0:00,850,A:e
USGS,5054000,12,7,2000,0:00,820,A:e
USGS,5054000,12,8,2000,0:00,770,A:e
USGS,5054000,12,9,2000,0:00,720,A:e
USGS,5054000,12,10,2000,0:00,690,A:e
USGS,5054000,12,11,2000,0:00,650,A:e
USGS,5054000,12,12,2000,0:00,600,A:e
USGS,5054000,12,13,2000,0:00,560,A:e
USGS,5054000,12,14,2000,0:00,570,A:e
USGS,5054000,12,15,2000,0:00,590,A:e
USGS,5054000,12,16,2000,0:00,610,A:e
USGS,5054000,12,17,2000,0:00,630,A:e
USGS,5054000,12,18,2000,0:00,650,A:e
USGS,5054000,12,19,2000,0:00,680,A:e
USGS,5054000,12,20,2000,0:00,730,A:e
USGS,5054000,12,21,2000,0:00,790,A:e
USGS,5054000,12,22,2000,0:00,900,A:e
USGS,5054000,12,23,2000,0:00,920,A:e
USGS,5054000,12,24,2000,0:00,880,A:e
USGS,5054000,12,25,2000,0:00,840,A:e
USGS,5054000,12,26,2000,0:00,810,A:e
USGS,5054000,12,27,2000,0:00,780,A:e
USGS,5054000,12,28,2000,0:00,750,A:e
USGS,5054000,12,29,2000,0:00,730,A:e
USGS,5054000,12,30,2000,0:00,720,A:e
USGS,5054000,12,31,2000,0:00,710,A:e
USGS,5054000,1,1,2001,0:00,700,A:e
USGS,5054000,1,2,2001,0:00,690,A:e
USGS,5054000,1,3,2001,0:00,690,A:e
USGS,5054000,1,4,2001,0:00,690,A:e
USGS,5054000,1,5,2001,0:00,690,A:e
USGS,5054000,1,6,2001,0:00,690,A:e
USGS,5054000,1,7,2001,0:00,690,A:e
USGS,5054000,1,8,2001,0:00,690,A:e
USGS,5054000,1,9,2001,0:00,690,A:e
USGS,5054000,1,10,2001,0:00,690,A:e
USGS,5054000,1,11,2001,0:00,700,A:e
USGS,5054000,1,12,2001,0:00,710,A:e
USGS,5054000,1,13,2001,0:00,740,A:e
USGS,5054000,1,14,2001,0:00,770,A:e
USGS,5054000,1,15,2001,0:00,800,A:e
USGS,5054000,1,16,2001,0:00,800,A:e
USGS,5054000,1,17,2001,0:00,780,A:e
USGS,5054000,1,18,2001,0:00,770,A:e
USGS,5054000,1,19,2001,0:00,760,A:e
USGS,5054000,1,20,2001,0:00,740,A:e
USGS,5054000,1,21,2001,0:00,720,A:e
USGS,5054000,1,22,2001,0:00,710,A:e
USGS,5054000,1,23,2001,0:00,700,A:e
USGS,5054000,1,24,2001,0:00,700,A:e
USGS,5054000,1,25,2001,0:00,690,A:e
USGS,5054000,1,26,2001,0:00,690,A:e
USGS,5054000,1,27,2001,0:00,690,A:e
USGS,5054000,1,28,2001,0:00,690,A:e
USGS,5054000,1,29,2001,0:00,700,A:e
USGS,5054000,1,30,2001,0:00,700,A:e
USGS,5054000,1,31,2001,0:00,700,A:e
USGS,5054000,2,1,2001,0:00,700,A:e
USGS,5054000,2,2,2001,0:00,700,A:e
USGS,5054000,2,3,2001,0:00,700,A:e
USGS,5054000,2,4,2001,0:00,700,A:e
USGS,5054000,2,5,2001,0:00,700,A:e
USGS,5054000,2,6,2001,0:00,690,A:e
USGS,5054000,2,7,2001,0:00,690,A:e
USGS,5054000,2,8,2001,0:00,680,A:e
USGS,5054000,2,9,2001,0:00,680,A:e
USGS,5054000,2,10,2001,0:00,670,A:e
USGS,5054000,2,11,2001,0:00,660,A:e
USGS,5054000,2,12,2001,0:00,660,A:e
USGS,5054000,2,13,2001,0:00,670,A:e
USGS,5054000,2,14,2001,0:00,680,A:e
USGS,5054000,2,15,2001,0:00,680,A:e
USGS,5054000,2,16,2001,0:00,680,A:e
USGS,5054000,2,17,2001,0:00,680,A:e
USGS,5054000,2,18,2001,0:00,680,A:e
USGS,5054000,2,19,2001,0:00,680,A:e
USGS,5054000,2,20,2001,0:00,680,A:e
USGS,5054000,2,21,2001,0:00,680,A:e
USGS,5054000,2,22,2001,0:00,680,A:e
USGS,5054000,2,23,2001,0:00,670,A:e
USGS,5054000,2,24,2001,0:00,670,A:e
USGS,5054000,2,25,2001,0:00,670,A:e
USGS,5054000,2,26,2001,0:00,670,A:e
USGS,5054000,2,27,2001,0:00,670,A:e
USGS,5054000,2,28,2001,0:00,680,A:e
USGS,5054000,3,1,2001,0:00,690,A:e
USGS,5054000,3,2,2001,0:00,700,A:e
USGS,5054000,3,3,2001,0:00,720,A:e
USGS,5054000,3,4,2001,0:00,740,A:e
USGS,5054000,3,5,2001,0:00,770,A:e
USGS,5054000,3,6,2001,0:00,810,A:e
USGS,5054000,3,7,2001,0:00,890,A:e
USGS,5054000,3,8,2001,0:00,1000,A:e
USGS,5054000,3,9,2001,0:00,1150,A:e
USGS,5054000,3,10,2001,0:00,1420,A
USGS,5054000,3,11,2001,0:00,1520,A
USGS,5054000,3,12,2001,0:00,1560,A
USGS,5054000,3,13,2001,0:00,1580,A
USGS,5054000,3,14,2001,0:00,1580,A
USGS,5054000,3,15,2001,0:00,1540,A
USGS,5054000,3,16,2001,0:00,1500,A
USGS,5054000,3,17,2001,0:00,1460,A
USGS,5054000,3,18,2001,0:00,1400,A
USGS,5054000,3,19,2001,0:00,1340,A
USGS,5054000,3,20,2001,0:00,1320,A
USGS,5054000,3,21,2001,0:00,1290,A
USGS,5054000,3,22,2001,0:00,1250,A
USGS,5054000,3,23,2001,0:00,1230,A
USGS,5054000,3,24,2001,0:00,1240,A
USGS,5054000,3,25,2001,0:00,1280,A
USGS,5054000,3,26,2001,0:00,1330,A
USGS,5054000,3,27,2001,0:00,1310,A
USGS,5054000,3,28,2001,0:00,1280,A
USGS,5054000,3,29,2001,0:00,1260,A
USGS,5054000,3,30,2001,0:00,1210,A
USGS,5054000,3,31,2001,0:00,1240,A
USGS,5054000,4,1,2001,0:00,1330,A
USGS,5054000,4,2,2001,0:00,1910,A
USGS,5054000,4,3,2001,0:00,2740,A
USGS,5054000,4,4,2001,0:00,3170,A
USGS,5054000,4,5,2001,0:00,3670,A
USGS,5054000,4,6,2001,0:00,4540,A
USGS,5054000,4,7,2001,0:00,6400,A
USGS,5054000,4,8,2001,0:00,8460,A
USGS,5054000,4,9,2001,0:00,9950,A
USGS,5054000,4,10,2001,0:00,11800,A
USGS,5054000,4,11,2001,0:00,14500,A
USGS,5054000,4,12,2001,0:00,17600,A
USGS,5054000,4,13,2001,0:00,19800,A
USGS,5054000,4,14,2001,0:00,20200,A
USGS,5054000,4,15,2001,0:00,19500,A
USGS,5054000,4,16,2001,0:00,18300,A
USGS,5054000,4,17,2001,0:00,17400,A
USGS,5054000,4,18,2001,0:00,16200,A
USGS,5054000,4,19,2001,0:00,14300,A
USGS,5054000,4,20,2001,0:00,12600,A
USGS,5054000,4,21,2001,0:00,11400,A
USGS,5054000,4,22,2001,0:00,10500,A
USGS,5054000,4,23,2001,0:00,9890,A
USGS,5054000,4,24,2001,0:00,9420,A
USGS,5054000,4,25,2001,0:00,9040,A
USGS,5054000,4,26,2001,0:00,8690,A
USGS,5054000,4,27,2001,0:00,8430,A
USGS,5054000,4,28,2001,0:00,8310,A
USGS,5054000,4,29,2001,0:00,8180,A
USGS,5054000,4,30,2001,0:00,7970,A
USGS,5054000,5,1,2001,0:00,7670,A
USGS,5054000,5,2,2001,0:00,7290,A
USGS,5054000,5,3,2001,0:00,6880,A
USGS,5054000,5,4,2001,0:00,6530,A
USGS,5054000,5,5,2001,0:00,6180,A
USGS,5054000,5,6,2001,0:00,5870,A
USGS,5054000,5,7,2001,0:00,5530,A
USGS,5054000,5,8,2001,0:00,5220,A
USGS,5054000,5,9,2001,0:00,5020,A
USGS,5054000,5,10,2001,0:00,4810,A
USGS,5054000,5,11,2001,0:00,4530,A
USGS,5054000,5,12,2001,0:00,4120,A
USGS,5054000,5,13,2001,0:00,3750,A
USGS,5054000,5,14,2001,0:00,3520,A
USGS,5054000,5,15,2001,0:00,3350,A
USGS,5054000,5,16,2001,0:00,3220,A
USGS,5054000,5,17,2001,0:00,3130,A
USGS,5054000,5,18,2001,0:00,3080,A
USGS,5054000,5,19,2001,0:00,3070,A
USGS,5054000,5,20,2001,0:00,3060,A
USGS,5054000,5,21,2001,0:00,3050,A
USGS,5054000,5,22,2001,0:00,3030,A
USGS,5054000,5,23,2001,0:00,3030,A
USGS,5054000,5,24,2001,0:00,3010,A
USGS,5054000,5,25,2001,0:00,3010,A
USGS,5054000,5,26,2001,0:00,3010,A
USGS,5054000,5,27,2001,0:00,3040,A
USGS,5054000,5,28,2001,0:00,3020,A
USGS,5054000,5,29,2001,0:00,3030,A
USGS,5054000,5,30,2001,0:00,3030,A
USGS,5054000,5,31,2001,0:00,3030,A:e
USGS,5054000,6,1,2001,0:00,3050,A:e
USGS,5054000,6,2,2001,0:00,3100,A:e
USGS,5054000,6,3,2001,0:00,3100,A:e
USGS,5054000,6,4,2001,0:00,3100,A:e
USGS,5054000,6,5,2001,0:00,3040,A:e
USGS,5054000,6,6,2001,0:00,3000,A:e
USGS,5054000,6,7,2001,0:00,2900,A:e
USGS,5054000,6,8,2001,0:00,2900,A:e
USGS,5054000,6,9,2001,0:00,2900,A:e
USGS,5054000,6,10,2001,0:00,2900,A:e
USGS,5054000,6,11,2001,0:00,2950,A:e
USGS,5054000,6,12,2001,0:00,3130,A:e
USGS,5054000,6,13,2001,0:00,3450,A
USGS,5054000,6,14,2001,0:00,3780,A
USGS,5054000,6,15,2001,0:00,4010,A
USGS,5054000,6,16,2001,0:00,3840,A
USGS,5054000,6,17,2001,0:00,3580,A
USGS,5054000,6,18,2001,0:00,3550,A
USGS,5054000,6,19,2001,0:00,3850,A
USGS,5054000,6,20,2001,0:00,4140,A
USGS,5054000,6,21,2001,0:00,4270,A
USGS,5054000,6,22,2001,0:00,4060,A
USGS,5054000,6,23,2001,0:00,3800,A
USGS,5054000,6,24,2001,0:00,3610,A
USGS,5054000,6,25,2001,0:00,3440,A
USGS,5054000,6,26,2001,0:00,3270,A
USGS,5054000,6,27,2001,0:00,3130,A
USGS,5054000,6,28,2001,0:00,3040,A
USGS,5054000,6,29,2001,0:00,2980,A
USGS,5054000,6,30,2001,0:00,2950,A
USGS,5054000,7,1,2001,0:00,2910,A
USGS,5054000,7,2,2001,0:00,2880,A
USGS,5054000,7,3,2001,0:00,2870,A
USGS,5054000,7,4,2001,0:00,2850,A
USGS,5054000,7,5,2001,0:00,2820,A
USGS,5054000,7,6,2001,0:00,2760,A
USGS,5054000,7,7,2001,0:00,2690,A
USGS,5054000,7,8,2001,0:00,2620,A
USGS,5054000,7,9,2001,0:00,2540,A
USGS,5054000,7,10,2001,0:00,2470,A
USGS,5054000,7,11,2001,0:00,2440,A
USGS,5054000,7,12,2001,0:00,2400,A
USGS,5054000,7,13,2001,0:00,2390,A
USGS,5054000,7,14,2001,0:00,2390,A
USGS,5054000,7,15,2001,0:00,2400,A
USGS,5054000,7,16,2001,0:00,2390,A
USGS,5054000,7,17,2001,0:00,2410,A
USGS,5054000,7,18,2001,0:00,2430,A
USGS,5054000,7,19,2001,0:00,2490,A
USGS,5054000,7,20,2001,0:00,2630,A
USGS,5054000,7,21,2001,0:00,2840,A
USGS,5054000,7,22,2001,0:00,2880,A
USGS,5054000,7,23,2001,0:00,2910,A
USGS,5054000,7,24,2001,0:00,2820,A
USGS,5054000,7,25,2001,0:00,2660,A
USGS,5054000,7,26,2001,0:00,2330,A
USGS,5054000,7,27,2001,0:00,1990,A
USGS,5054000,7,28,2001,0:00,1750,A
