Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Avg Temp,Avg Temp Flag,Penman PET,Penman PET Flag,Rainfall,Rainfall Flag
Fargo,46.897,-96.812,902,2000,3,25,6.801,,4.42,,0.432,
Fargo,46.897,-96.812,902,2000,3,26,6.02,,3.124,,0,
Fargo,46.897,-96.812,902,2000,3,27,-0.328,,1.854,,0,
Fargo,46.897,-96.812,902,2000,3,28,2.025,,3.353,,0,E
Fargo,46.897,-96.812,902,2000,3,29,5.328,,3.835,,0.508,
Fargo,46.897,-96.812,902,2000,3,30,10.703,,4.826,,1.016,
Fargo,46.897,-96.812,902,2000,3,31,4.624,,1.549,,0,
Fargo,46.897,-96.812,902,2000,4,1,6.138,,3.378,,0,
Fargo,46.897,-96.812,902,2000,4,2,6.294,,2.311,,3.556,
Fargo,46.897,-96.812,902,2000,4,3,0.872,,3.404,,0,
Fargo,46.897,-96.812,902,2000,4,4,2.627,,4.496,,0,
Fargo,46.897,-96.812,902,2000,4,5,7.651,,3.353,,2.032,
Fargo,46.897,-96.812,902,2000,4,6,-0.469,,3.607,,0,
Fargo,46.897,-96.812,902,2000,4,7,1.293,,4.039,,0,
Fargo,46.897,-96.812,902,2000,4,8,6.427,,6.452,,0,
Fargo,46.897,-96.812,902,2000,4,9,1.054,,4.14,,0,
Fargo,46.897,-96.812,902,2000,4,10,-2.908,,1.295,,0,
Fargo,46.897,-96.812,902,2000,4,11,-4.273,,2.21,,3.048,
Fargo,46.897,-96.812,902,2000,4,12,-0.546,,1.245,,0.508,
Fargo,46.897,-96.812,902,2000,4,13,4.669,,3.531,,0,
Fargo,46.897,-96.812,902,2000,4,14,-3.433,,0.991,,0,
Fargo,46.897,-96.812,902,2000,4,15,-2.944,,3.226,,2.54,
Fargo,46.897,-96.812,902,2000,4,16,2.554,,3.708,,0,
Fargo,46.897,-96.812,902,2000,4,17,4.978,,3.023,,0,
Fargo,46.897,-96.812,902,2000,4,18,8.845,,5.309,,2.794,
Fargo,46.897,-96.812,902,2000,4,19,6.233,,4.089,,2.54,
Fargo,46.897,-96.812,902,2000,4,20,6.509,,5.639,,0,
Fargo,46.897,-96.812,902,2000,4,21,10.565,,7.315,,0,
Fargo,46.897,-96.812,902,2000,4,22,14.458,,8.636,,0,
Fargo,46.897,-96.812,902,2000,4,23,13.343,,6.934,,0,
Fargo,46.897,-96.812,902,2000,4,24,15.23,,9.474,,0,
Fargo,46.897,-96.812,902,2000,4,25,16.47,,8.255,,0,
Fargo,46.897,-96.812,902,2000,4,26,15.205,,3.861,,0,
Fargo,46.897,-96.812,902,2000,4,27,11.104,,6.198,,0,
Fargo,46.897,-96.812,902,2000,4,28,9.64,,6.629,,0,
Fargo,46.897,-96.812,902,2000,4,29,12.414,,8.814,,0,
Fargo,46.897,-96.812,902,2000,4,30,11.97,,3.15,,5.588,
Fargo,46.897,-96.812,902,2000,5,1,10.697,,6.35,,0,
Fargo,46.897,-96.812,902,2000,5,2,15.247,,10.109,,0,
Fargo,46.897,-96.812,902,2000,5,3,20.59,,10.439,,0,
Fargo,46.897,-96.812,902,2000,5,4,17.443,,9.271,,0,
Fargo,46.897,-96.812,902,2000,5,5,25.875,,12.141,,0,
Fargo,46.897,-96.812,902,2000,5,6,17.865,,6.071,,0,
Fargo,46.897,-96.812,902,2000,5,7,15.315,,3.378,,7.112,
Fargo,46.897,-96.812,902,2000,5,8,13.82,,6.096,,10.668,
Fargo,46.897,-96.812,902,2000,5,9,11.972,,6.985,,0,
Fargo,46.897,-96.812,902,2000,5,10,12.495,,2.565,,0,
Fargo,46.897,-96.812,902,2000,5,11,11.955,,0.737,,2.032,
Fargo,46.897,-96.812,902,2000,5,12,7.699,,3.581,,0.762,
Fargo,46.897,-96.812,902,2000,5,13,5.532,,4.674,,0,
Fargo,46.897,-96.812,902,2000,5,14,8.451,,5.385,,0,
Fargo,46.897,-96.812,902,2000,5,15,12.079,,3.988,,8.382,
Fargo,46.897,-96.812,902,2000,5,16,14.43,,4.826,,0.254,
Fargo,46.897,-96.812,902,2000,5,17,13.435,,6.553,,0,
Fargo,46.897,-96.812,902,2000,5,18,10.926,,8.636,,0,
Fargo,46.897,-96.812,902,2000,5,19,14.106,,10.16,,0,
Fargo,46.897,-96.812,902,2000,5,20,13.66,,3.556,,0.508,
Fargo,46.897,-96.812,902,2000,5,21,15.429,,4.293,,4.318,
Fargo,46.897,-96.812,902,2000,5,22,16.345,,4.826,,1.016,
Fargo,46.897,-96.812,902,2000,5,23,17.875,,9.068,,0,
Fargo,46.897,-96.812,902,2000,5,24,15.13,,9.017,,0,
Fargo,46.897,-96.812,902,2000,5,25,12.907,,6.502,,0,
Fargo,46.897,-96.812,902,2000,5,26,18.27,,8.915,,0,
Fargo,46.897,-96.812,902,2000,5,27,13.645,,1.88,,6.604,
Fargo,46.897,-96.812,902,2000,5,28,12.616,,5.232,,0,
Fargo,46.897,-96.812,902,2000,5,29,15.75,,2.388,,6.604,
Fargo,46.897,-96.812,902,2000,5,30,17.115,,6.02,,7.366,
Fargo,46.897,-96.812,902,2000,5,31,13.205,,4.267,,2.286,
Fargo,46.897,-96.812,902,2000,6,1,13.93,,3.404,,0.508,
Fargo,46.897,-96.812,902,2000,6,2,12.558,,6.325,,0,
Fargo,46.897,-96.812,902,2000,6,3,10.855,,1.295,,5.842,
Fargo,46.897,-96.812,902,2000,6,4,14.12,,3.835,,10.414,
Fargo,46.897,-96.812,902,2000,6,5,14.49,,6.985,,0,
Fargo,46.897,-96.812,902,2000,6,6,16.29,,8.738,,0,E
Fargo,46.897,-96.812,902,2000,6,7,24.375,,10.211,,0,
Fargo,46.897,-96.812,902,2000,6,8,23.07,,10.693,,0,
Fargo,46.897,-96.812,902,2000,6,9,26.775,,12.522,,0,E
Fargo,46.897,-96.812,902,2000,6,10,19.73,,7.468,,8.636,
Fargo,46.897,-96.812,902,2000,6,11,19.085,,8.255,,0,
Fargo,46.897,-96.812,902,2000,6,12,23.485,,8.915,,0,
Fargo,46.897,-96.812,902,2000,6,13,20.34,,2.997,,5.334,
Fargo,46.897,-96.812,902,2000,6,14,15.835,,2.515,,16.256,
Fargo,46.897,-96.812,902,2000,6,15,14.73,,1.448,,29.21,
Fargo,46.897,-96.812,902,2000,6,16,10.618,,3.861,,0.508,
Fargo,46.897,-96.812,902,2000,6,17,13.176,,4.369,,5.588,
Fargo,46.897,-96.812,902,2000,6,18,14.53,,5.563,,0.254,
Fargo,46.897,-96.812,902,2000,6,19,19.345,,5.766,,124.714,
Fargo,46.897,-96.812,902,2000,6,20,18.63,,5.944,,50.546,
Fargo,46.897,-96.812,902,2000,6,21,17.295,,3.226,,3.81,
Fargo,46.897,-96.812,902,2000,6,22,19.56,,6.807,,1.27,
Fargo,46.897,-96.812,902,2000,6,23,21.765,,5.918,,0.508,
Fargo,46.897,-96.812,902,2000,6,24,19.54,,6.909,,0,
Fargo,46.897,-96.812,902,2000,6,25,16.25,,1.524,,22.86,
Fargo,46.897,-96.812,902,2000,6,26,16.44,,6.553,,0,
Fargo,46.897,-96.812,902,2000,6,27,15.145,,4.851,,0.254,
Fargo,46.897,-96.812,902,2000,6,28,16.9,,5.461,,0.254,
Fargo,46.897,-96.812,902,2000,6,29,18.465,,6.731,,0,
Fargo,46.897,-96.812,902,2000,6,30,22.65,,8.992,,0,
Fargo,46.897,-96.812,902,2000,7,1,24.005,,7.442,,0,
Fargo,46.897,-96.812,902,2000,7,2,21.1,,4.191,,0,
Fargo,46.897,-96.812,902,2000,7,3,20.92,,3.607,,0,
Fargo,46.897,-96.812,902,2000,7,4,23.785,,6.401,,14.478,
Fargo,46.897,-96.812,902,2000,7,5,22.91,,5.385,,12.954,
Fargo,46.897,-96.812,902,2000,7,6,23.315,,5.791,,0,
Fargo,46.897,-96.812,902,2000,7,7,23.24,,3.581,,19.812,
Fargo,46.897,-96.812,902,2000,7,8,23.525,,3.658,,1.016,
Fargo,46.897,-96.812,902,2000,7,9,22.665,,6.071,,0,
Fargo,46.897,-96.812,902,2000,7,10,22.565,,6.35,,0,
Fargo,46.897,-96.812,902,2000,7,11,21.5,,2.21,,7.62,
Fargo,46.897,-96.812,902,2000,7,12,23.73,,6.68,,0,
Fargo,46.897,-96.812,902,2000,7,13,24.215,,7.468,,0,
Fargo,46.897,-96.812,902,2000,7,14,23.99,,6.833,,0,
Fargo,46.897,-96.812,902,2000,7,15,24.74,,7.925,,1.27,
Fargo,46.897,-96.812,902,2000,7,16,20.815,,7.62,,0,
Fargo,46.897,-96.812,902,2000,7,17,14.525,,6.731,,0,
Fargo,46.897,-96.812,902,2000,7,18,14.64,,2.159,,0.762,
Fargo,46.897,-96.812,902,2000,7,19,14.905,,3.48,,4.572,
Fargo,46.897,-96.812,902,2000,7,20,16.03,,6.045,,0,
Fargo,46.897,-96.812,902,2000,7,21,16.11,,5.791,,0,
Fargo,46.897,-96.812,902,2000,7,22,18.475,,6.096,,0,
Fargo,46.897,-96.812,902,2000,7,23,22.255,,7.722,,0,
Fargo,46.897,-96.812,902,2000,7,24,23.405,,5.258,,0,
Fargo,46.897,-96.812,902,2000,7,25,22.15,,4.521,,0,
Fargo,46.897,-96.812,902,2000,7,26,22.78,,5.944,,0,
Fargo,46.897,-96.812,902,2000,7,27,22.665,,6.655,,0,
Fargo,46.897,-96.812,902,2000,7,28,22.75,,6.071,,0,
Fargo,46.897,-96.812,902,2000,7,29,24.435,,7.29,,0,
Fargo,46.897,-96.812,902,2000,7,30,24.96,,8.331,,0,
Fargo,46.897,-96.812,902,2000,7,31,25.87,,5.309,,0,
Fargo,46.897,-96.812,902,2000,8,1,22.83,,8.839,,0,
Fargo,46.897,-96.812,902,2000,8,2,20.755,,6.071,,0,
Fargo,46.897,-96.812,902,2000,8,3,22.445,,4.547,,0,
Fargo,46.897,-96.812,902,2000,8,4,24.345,,6.909,,0,
Fargo,46.897,-96.812,902,2000,8,5,24.115,,5.563,,0,
Fargo,46.897,-96.812,902,2000,8,6,22.13,,6.858,,0,
Fargo,46.897,-96.812,902,2000,8,7,20.7,,5.944,,0,
Fargo,46.897,-96.812,902,2000,8,8,22.725,,6.96,,0,
Fargo,46.897,-96.812,902,2000,8,9,21.74,,7.163,,0,
Fargo,46.897,-96.812,902,2000,8,10,24.64,,7.849,,0,
Fargo,46.897,-96.812,902,2000,8,11,28.455,,8.56,,0,
Fargo,46.897,-96.812,902,2000,8,12,24.175,,7.544,,0,
Fargo,46.897,-96.812,902,2000,8,13,20.645,,6.35,,0,
Fargo,46.897,-96.812,902,2000,8,14,22.895,,3.454,,8.382,
Fargo,46.897,-96.812,902,2000,8,15,17.965,,6.147,,0,
Fargo,46.897,-96.812,902,2000,8,16,15.61,,1.727,,25.4,
Fargo,46.897,-96.812,902,2000,8,17,16.495,,2.997,,0,
Fargo,46.897,-96.812,902,2000,8,18,15.78,,4.572,,0,
Fargo,46.897,-96.812,902,2000,8,19,19.885,,5.283,,0,
Fargo,46.897,-96.812,902,2000,8,20,20.8,,3.124,,0.254,
Fargo,46.897,-96.812,902,2000,8,21,19.06,,5.385,,2.286,
Fargo,46.897,-96.812,902,2000,8,22,18.835,,5.664,,0,
Fargo,46.897,-96.812,902,2000,8,23,19.845,,5.791,,0,
Fargo,46.897,-96.812,902,2000,8,24,24.105,,7.061,,0,
Fargo,46.897,-96.812,902,2000,8,25,24.3,,3.759,,3.048,
Fargo,46.897,-96.812,902,2000,8,26,23.03,,6.274,,0,
Fargo,46.897,-96.812,902,2000,8,27,22.655,,4.801,,0,
Fargo,46.897,-96.812,902,2000,8,28,18.025,,3.988,,0,
Fargo,46.897,-96.812,902,2000,8,29,16.715,,6.706,,0,
Fargo,46.897,-96.812,902,2000,8,30,21.38,,4.191,,33.274,
Fargo,46.897,-96.812,902,2000,8,31,13.955,,1.575,,14.478,
Fargo,46.897,-96.812,902,2000,9,1,14.69,,1.397,,0,
Fargo,46.897,-96.812,902,2000,9,2,15.37,,0.457,,29.21,
Fargo,46.897,-96.812,902,2000,9,3,18.065,,1.524,,0.254,
Fargo,46.897,-96.812,902,2000,9,4,18.45,,4.902,,0,
Fargo,46.897,-96.812,902,2000,9,5,18.41,,5.613,,0,
Fargo,46.897,-96.812,902,2000,9,6,20.005,,5.639,,14.732,
Fargo,46.897,-96.812,902,2000,9,7,17.62,,6.071,,0.762,
Fargo,46.897,-96.812,902,2000,9,8,19.24,,8.23,,0,
Fargo,46.897,-96.812,902,2000,9,9,21.915,,8.458,,0,
Fargo,46.897,-96.812,902,2000,9,10,16.495,,6.401,,0,
Fargo,46.897,-96.812,902,2000,9,11,13.5,,4.191,,0,
Fargo,46.897,-96.812,902,2000,9,12,15.812,,6.274,,0,
Fargo,46.897,-96.812,902,2000,9,13,14.16,,1.422,,4.064,
Fargo,46.897,-96.812,902,2000,9,14,11.977,,4.343,,0,
Fargo,46.897,-96.812,902,2000,9,15,12.136,,4.547,,0,
Fargo,46.897,-96.812,902,2000,9,16,18.445,,5.385,,0,
Fargo,46.897,-96.812,902,2000,9,17,18.085,,6.401,,0,
Fargo,46.897,-96.812,902,2000,9,18,23.01,,6.045,,0,
Fargo,46.897,-96.812,902,2000,9,19,15.62,,4.42,,1.016,
Fargo,46.897,-96.812,902,2000,9,20,8.314,,4.089,,0.762,
Fargo,46.897,-96.812,902,2000,9,21,8.238,,1.93,,6.858,
Fargo,46.897,-96.812,902,2000,9,22,7.204,,0.279,,34.798,
Fargo,46.897,-96.812,902,2000,9,23,5.395,,2.311,,0,
Fargo,46.897,-96.812,902,2000,9,24,7.689,,3.327,,0,
Fargo,46.897,-96.812,902,2000,9,25,11.042,,4.216,,0,
Fargo,46.897,-96.812,902,2000,9,26,10.582,,3.302,,0,
Fargo,46.897,-96.812,902,2000,9,27,9.104,,3.404,,0,
Fargo,46.897,-96.812,902,2000,9,28,16.56,,6.096,,0,
Fargo,46.897,-96.812,902,2000,9,29,18.395,,5.156,,0,
Fargo,46.897,-96.812,902,2000,9,30,19.05,,4.623,,0,
Fargo,46.897,-96.812,902,2000,10,1,9.831,,1.143,,4.572,
Fargo,46.897,-96.812,902,2000,10,2,12.193,,3.023,,0,
Fargo,46.897,-96.812,902,2000,10,3,5.822,,2.464,,0,
Fargo,46.897,-96.812,902,2000,10,4,4.555,,2.591,,0,
Fargo,46.897,-96.812,902,2000,10,5,2.243,,2.21,,2.794,
Fargo,46.897,-96.812,902,2000,10,6,0.156,,1.803,,0,
Fargo,46.897,-96.812,902,2000,10,7,-0.128,,1.448,,0,
Fargo,46.897,-96.812,902,2000,10,8,2.631,,3.023,,0,
Fargo,46.897,-96.812,902,2000,10,9,8.545,,6.045,,0,
Fargo,46.897,-96.812,902,2000,10,10,10.987,,6.502,,0,
Fargo,46.897,-96.812,902,2000,10,11,12.672,,6.833,,0,
Fargo,46.897,-96.812,902,2000,10,12,15.135,,3.632,,0,
Fargo,46.897,-96.812,902,2000,10,13,12.887,,2.794,,8.382,
Fargo,46.897,-96.812,902,2000,10,14,5.77,,0.203,,7.366,
Fargo,46.897,-96.812,902,2000,10,15,7.584,,1.245,,0,
Fargo,46.897,-96.812,902,2000,10,16,10.273,,2.87,,0,
Fargo,46.897,-96.812,902,2000,10,17,11.911,,1.778,,0,
Fargo,46.897,-96.812,902,2000,10,18,12.136,,3.912,,0,
Fargo,46.897,-96.812,902,2000,10,19,16.185,,4.064,,0,
Fargo,46.897,-96.812,902,2000,10,20,10.049,,3.023,,0,
Fargo,46.897,-96.812,902,2000,10,21,11.569,,5.639,,0,
Fargo,46.897,-96.812,902,2000,10,22,15.845,,2.946,,0,
Fargo,46.897,-96.812,902,2000,10,23,9.97,,2.337,,0,
Fargo,46.897,-96.812,902,2000,10,24,11.48,E,1.93,,0,E
Fargo,46.897,-96.812,902,2000,10,25,18.325,,0.864,,0.762,
Fargo,46.897,-96.812,902,2000,10,26,10.665,,0.635,,10.16,
Fargo,46.897,-96.812,902,2000,10,27,3.327,,1.016,,0,
Fargo,46.897,-96.812,902,2000,10,28,7.464,,1.016,,0,
Fargo,46.897,-96.812,902,2000,10,29,9.92,,0.686,,6.35,
Fargo,46.897,-96.812,902,2000,10,30,9.235,,0.33,,0.254,
Fargo,46.897,-96.812,902,2000,10,31,12.37,,0.406,,3.302,
Fargo,46.897,-96.812,902,2000,11,1,14.185,,1.346,,27.94,
Fargo,46.897,-96.812,902,2000,11,2,5.393,,0.787,,3.81,
Fargo,46.897,-96.812,902,2000,11,3,4.616,,1.372,,0,
Fargo,46.897,-96.812,902,2000,11,4,5.212,,1.829,,0,
Fargo,46.897,-96.812,902,2000,11,5,8.258,,0.864,,2.032,
Fargo,46.897,-96.812,902,2000,11,6,7.484,,0.025,,21.285,
Fargo,46.897,-96.812,902,2000,11,7,2.576,,0.254,,15.037,
Fargo,46.897,-96.812,902,2000,11,8,-3.698,,0.279,,0.305,
Fargo,46.897,-96.812,902,2000,11,9,-3.951,,0.356,,0,
Fargo,46.897,-96.812,902,2000,11,10,-3.742,,0.229,,0,
Fargo,46.897,-96.812,902,2000,11,11,-2.821,,0.051,,0,
Fargo,46.897,-96.812,902,2000,11,12,-0.887,,0,,14.58,
Fargo,46.897,-96.812,902,2000,11,13,-4.434,,0.584,,0.152,
Fargo,46.897,-96.812,902,2000,11,14,-11.445,,0.483,,1.016,
Fargo,46.897,-96.812,902,2000,11,15,-5.677,,0.483,,0.305,
Fargo,46.897,-96.812,902,2000,11,16,-6.418,,0.483,,0.152,
Fargo,46.897,-96.812,902,2000,11,17,-9.757,,0.406,,0,
Fargo,46.897,-96.812,902,2000,11,18,-5.781,,0.838,,0.737,
Fargo,46.897,-96.812,902,2000,11,19,-5.282,,0.737,,1.778,
Fargo,46.897,-96.812,902,2000,11,20,-11.95,,0.483,,0,
Fargo,46.897,-96.812,902,2000,11,21,-10.628,,0.229,,0,
Fargo,46.897,-96.812,902,2000,11,22,-11.77,,0.305,,0,
Fargo,46.897,-96.812,902,2000,11,23,-6.418,,0.33,,0,
Fargo,46.897,-96.812,902,2000,11,24,-3.096,,0.584,,0,
Fargo,46.897,-96.812,902,2000,11,25,-4.682,,0.279,,0,
Fargo,46.897,-96.812,902,2000,11,26,-6.893,,0.279,,0,
Fargo,46.897,-96.812,902,2000,11,27,-3.102,,0.229,,0,
Fargo,46.897,-96.812,902,2000,11,28,-3.992,,0.127,,12.675,
Fargo,46.897,-96.812,902,2000,11,29,-5.234,,0.229,,0.584,
Fargo,46.897,-96.812,902,2000,11,30,-5.968,,0.178,,0,
Fargo,46.897,-96.812,902,2000,12,1,-10.705,,0.457,,0,E
Fargo,46.897,-96.812,902,2000,12,2,-12.077,,0.635,,0,E
Fargo,46.897,-96.812,902,2000,12,3,-5.321,,0.762,,0,E
Fargo,46.897,-96.812,902,2000,12,4,-9.296,,1.854,,0,E
Fargo,46.897,-96.812,902,2000,12,5,-19.18,,0.381,,0,E
Fargo,46.897,-96.812,902,2000,12,6,-10.755,,0.533,,0,E
Fargo,46.897,-96.812,902,2000,12,7,-13.62,,0.584,,0,E
Fargo,46.897,-96.812,902,2000,12,8,-15.165,,0.457,,0,E
Fargo,46.897,-96.812,902,2000,12,9,-14.101,,1.041,,0,E
Fargo,46.897,-96.812,902,2000,12,10,-25.335,,0.229,,0,E
Fargo,46.897,-96.812,902,2000,12,11,-23.13,,0.203,,0,E
Fargo,46.897,-96.812,902,2000,12,12,-24.115,,0.178,,0,E
Fargo,46.897,-96.812,902,2000,12,13,-20.935,,0.178,,0,E
Fargo,46.897,-96.812,902,2000,12,14,-18.35,,0.457,,0,E
Fargo,46.897,-96.812,902,2000,12,15,-14.325,,0.356,,0,E
Fargo,46.897,-96.812,902,2000,12,16,-15.4,,0.61,,0,E
Fargo,46.897,-96.812,902,2000,12,17,-21.215,,0.203,,0,E
Fargo,46.897,-96.812,902,2000,12,18,-19.095,,0.305,,0,E
Fargo,46.897,-96.812,902,2000,12,19,-21.075,,0.33,,0,E
Fargo,46.897,-96.812,902,2000,12,20,-15.495,,0.483,,0,E
Fargo,46.897,-96.812,902,2000,12,21,-23.665,,0.279,,0,E
Fargo,46.897,-96.812,902,2000,12,22,-23.99,,0.152,,0,E
Fargo,46.897,-96.812,902,2000,12,23,-21.69,,0.279,,0,E
Fargo,46.897,-96.812,902,2000,12,24,-24,,0.152,,0,E
Fargo,46.897,-96.812,902,2000,12,25,-19.34,,0.508,,0,E
Fargo,46.897,-96.812,902,2000,12,26,-18.51,,0.33,,0,E
Fargo,46.897,-96.812,902,2000,12,27,-12.505,,0.533,,0,E
Fargo,46.897,-96.812,902,2000,12,28,-13.54,,0.254,,0,E
Fargo,46.897,-96.812,902,2000,12,29,-16.785,,0.152,,0,E
Fargo,46.897,-96.812,902,2000,12,30,-18.26,,0.229,,0,E
Fargo,46.897,-96.812,902,2000,12,31,-22.83,,0.229,,0,E
Fargo,46.897,-96.812,902,2001,1,1,-24.32,,0.203,,0,
Fargo,46.897,-96.812,902,2001,1,2,-13.346,,0.686,,1.473,
Fargo,46.897,-96.812,902,2001,1,3,-5.017,,0.051,,0,
Fargo,46.897,-96.812,902,2001,1,4,-0.537,,1.27,,0,
Fargo,46.897,-96.812,902,2001,1,5,-4.373,,1.143,,0,
Fargo,46.897,-96.812,902,2001,1,6,-3.596,,0.787,,0,
Fargo,46.897,-96.812,902,2001,1,7,-9.844,,0.178,,0,
