"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2015","2015",1952,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2016","2016",1930,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2017","2017",1889,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2018","2018",1973,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2019","2019",1893,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2020","2020",1654,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2021","2021",1603,,
"SING_L45_MF","meno di 45 anni","THV","valori in migliaia","2022","2022",1646,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2009","2009",553,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2010","2010",571,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2011","2011",654,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2012","2012",655,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2013","2013",646,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2014","2014",714,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2015","2015",723,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2016","2016",782,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2017","2017",850,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2018","2018",930,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2019","2019",918,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2020","2020",812,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2021","2021",827,,
"SING_F_SP","separata, divorziata","THV","valori in migliaia","2022","2022",843,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2009","2009",332,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2010","2010",295,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2011","2011",283,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2012","2012",296,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2013","2013",298,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2014","2014",322,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2015","2015",331,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2016","2016",318,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2017","2017",317,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2018","2018",314,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2019","2019",334,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2020","2020",342,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2021","2021",359,,
"SING_UNF_GE65","65 anni e più","THV","valori in migliaia","2022","2022",378,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",49.5,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",48.5,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",47,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",47.6,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",49.2,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",48.3,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",47.3,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",47.2,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",46.9,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",46.7,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",47.3,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",48.4,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",49.8,,
"SING_GE65_MF","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",49.3,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2009","2009",828,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2010","2010",827,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2011","2011",900,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2012","2012",964,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2013","2013",958,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2014","2014",996,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2015","2015",1041,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2016","2016",1075,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2017","2017",1164,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2018","2018",1249,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2019","2019",1253,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2020","2020",1231,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2021","2021",1197,,
"SING_45_64_F","45-64 anni","THV","valori in migliaia","2022","2022",1111,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2009","2009",2547,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2010","2010",2645,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2011","2011",2797,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2012","2012",2851,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2013","2013",2815,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2014","2014",2943,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2015","2015",3077,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2016","2016",3105,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2017","2017",3197,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2018","2018",3377,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2019","2019",3350,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2020","2020",3274,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2021","2021",3360,,
"SING_MF_UNM","nubile/celibe","THV","valori in migliaia","2022","2022",3330,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",18.8,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",17.7,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",16.8,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",16.8,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",17.5,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",17.6,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",17.1,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",15.6,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",14.5,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",15.3,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",16.4,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",17.1,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",17.7,,
"SING_M_WI","vedovo","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",17.5,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",12.8,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",11.4,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",11,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",11.1,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",10.7,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",11.6,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",11.9,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",11.2,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",11.1,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",10.8,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",11.3,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",11.5,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",11.7,,
"SING_UNF_GE65","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",12.7,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2009","2009",361,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2010","2010",393,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2011","2011",414,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2012","2012",474,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2013","2013",504,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2014","2014",513,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2015","2015",571,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2016","2016",585,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2017","2017",599,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2018","2018",623,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2019","2019",653,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2020","2020",719,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2021","2021",751,,
"SING_UNM_45_64","45-64 anni","THV","valori in migliaia","2022","2022",754,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2009","2009",2124,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2010","2010",2150,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2011","2011",2135,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2012","2012",2221,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2013","2013",2310,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2014","2014",2270,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2015","2015",2284,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2016","2016",2302,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2017","2017",2270,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2018","2018",2291,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2019","2019",2305,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2020","2020",2350,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2021","2021",2383,,
"SING_WIF_GE65","65 anni e più","THV","valori in migliaia","2022","2022",2271,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",28.6,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",27.6,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",27.4,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",28.3,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",29.6,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",29.2,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",27.9,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",27.9,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",28.3,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",29.3,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",29.9,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",30.5,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",32.2,,
"SING_GE65_M","65 anni e più","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",31,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",0.2,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",0.3,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",0.1,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",0.2,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",0.2,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",0.1,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",0.7,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",0.8,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",0.6,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",0.6,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",0.6,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",0.4,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",0.2,,
"SING_WIM_45","meno di 45 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",0.2,,
"SING_M_UNM","celibe","THV","valori in migliaia","2009","2009",1363,,
"SING_M_UNM","celibe","THV","valori in migliaia","2010","2010",1472,,
"SING_M_UNM","celibe","THV","valori in migliaia","2011","2011",1588,,
"SING_M_UNM","celibe","THV","valori in migliaia","2012","2012",1621,,
"SING_M_UNM","celibe","THV","valori in migliaia","2013","2013",1601,,
"SING_M_UNM","celibe","THV","valori in migliaia","2014","2014",1668,,
"SING_M_UNM","celibe","THV","valori in migliaia","2015","2015",1774,,
"SING_M_UNM","celibe","THV","valori in migliaia","2016","2016",1786,,
"SING_M_UNM","celibe","THV","valori in migliaia","2017","2017",1842,,
"SING_M_UNM","celibe","THV","valori in migliaia","2018","2018",1957,,
"SING_M_UNM","celibe","THV","valori in migliaia","2019","2019",1931,,
"SING_M_UNM","celibe","THV","valori in migliaia","2020","2020",1869,,
"SING_M_UNM","celibe","THV","valori in migliaia","2021","2021",1900,,
"SING_M_UNM","celibe","THV","valori in migliaia","2022","2022",1924,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2009","2009",1081,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2010","2010",1166,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2011","2011",1234,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2012","2012",1180,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2013","2013",1125,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2014","2014",1184,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2015","2015",1235,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2016","2016",1210,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2017","2017",1209,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2018","2018",1255,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2019","2019",1207,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2020","2020",1065,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2021","2021",998,,
"SING_L45_M","meno di 45 anni","THV","valori in migliaia","2022","2022",1047,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2009","2009",30.3,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2010","2010",30.3,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2011","2011",30.9,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2012","2012",33.1,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2013","2013",33.5,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2014","2014",33.3,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2015","2015",34.8,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2016","2016",36.3,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2017","2017",36.7,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2018","2018",36.1,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2019","2019",37.2,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2020","2020",40.1,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2021","2021",40.3,,
"SING_45_64_M","45-64 anni","HSC_S","per 100 persone sole con le stesse caratteristiche","2022","2022",40.4,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2009","2009",385,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2010","2010",401,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2011","2011",450,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2012","2012",492,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2013","2013",476,,
"SING_SDM_45_64","45-64 anni","THV","valori in migliaia","2014","2014",488,,
