"","X.U.FEFF.month","day","year","days","avg.temp","penman.pet","rainfall","discharge","discharge.1","snow.depth","soil.5","soil.10","soil.20","soil.30","soil.40","soil.50","soil.60","soil.80","soil.100","soil.125","soil.150","soil.175","soil.200","soil.225","date","top.soil.temp","ConsecutiveDaysofLessDischarge","SizeOfEachLossInDisccharge","SizeOfDischargeByDay","AvgLossInDischargeForEachRecession","RecessionDay","Spring","Summer","HighTemp","HighSnowFallWinterPrior","HighRainfall","HighSoilTemp","discharge.mm.day","season","loss.discharge"
"21",10,22,2014,295,13.605,3.277,1.3,3180,3180,0,11.79083333,11.19458333,10.43166667,10.21791667,10.2425,10.36583333,10.54041667,10.87166667,11.15333333,11.39291667,11.52875,11.54833333,11.50153846,11.21230769,"10/22/2014",10.90875,0,0,0,0,0,0,0,0,0,0,0,0.1251648,0,0
"22",10,23,2014,296,13.852,3.124,0,3170,3170,0,10.94825,10.8225,10.66708333,10.62,10.58041667,10.63333333,10.67583333,10.89708333,11.14708333,11.38375,11.48958333,11.53375,11.50153846,11.21230769,"10/23/2014",10.76445833,1,-10,-10,0,0,0,0,0,0,0,0,0.1247712,0,-0.0003936
"23",10,24,2014,297,14.683,5.918,0,3130,3130,0,11.09495833,10.75433333,10.485,10.54791667,10.605,10.68875,10.73791667,10.90625,11.10958333,11.30666667,11.41708333,11.46208333,11.50153846,11.21230769,"10/24/2014",10.72055208,2,-50,-40,-25,0,0,0,0,0,0,0,0.1231968,0,-0.0015744
"24",10,25,2014,298,8.612,4.394,0,3200,3200,0,8.368541667,8.959041667,9.849583333,10.36125,10.56291667,10.69333333,10.77083333,10.9325,11.10833333,11.2675,11.37208333,11.41291667,11.50153846,11.21230769,"10/25/2014",9.384604167,0,0,0,0,0,0,0,0,0,0,0,0.125952,0,0
"25",10,26,2014,299,8.343,4.775,0,3260,3260,0,7.408541667,7.640916667,8.36525,9.348333333,9.93,10.31875,10.53708333,10.8025,10.99458333,11.15625,11.25041667,11.28916667,11.50153846,11.21230769,"10/26/2014",8.190760417,0,0,0,0,0,0,0,0,0,0,0,0.1283136,0,0
"26",10,27,2014,300,7.12,1.194,0.3,3270,3270,0,6.855583333,7.50825,8.458375,9.169166667,9.660416667,10.01875,10.32541667,10.69458333,10.93,11.09458333,11.2175,11.23916667,11.50153846,11.21230769,"10/27/2014",7.99784375,0,0,0,0,0,0,0,0,0,0,0,0.1287072,0,0
"27",10,28,2014,301,3.955,1.473,0,3200,3200,0,4.930708333,6.081541667,7.857583333,8.863333333,9.4225,9.805,10.12375,10.53291667,10.80541667,11.01,11.14458333,11.17416667,11.50153846,11.21230769,"10/28/2014",6.933291667,1,-70,-70,-70,0,0,0,0,0,0,0,0.125952,0,-0.0027552
"28",10,29,2014,302,3.838,1.397,0.3,3250,3250,0,4.803291667,5.715,7.123666667,8.208333333,8.925833333,9.45,9.863333333,10.365,10.69208333,10.93833333,11.0925,11.13083333,11.50153846,11.21230769,"10/29/2014",6.462572917,0,0,0,0,0,0,0,0,0,0,0,0.12792,0,0
"29",10,30,2014,303,-1.743,1.524,0,3190,3190,0,3.413208333,4.880333333,6.844375,7.968041667,8.669166667,9.175416667,9.62875,10.1925,10.58,10.85333333,11.0475,11.0875,11.50153846,11.21230769,"10/30/2014",5.776489583,1,-60,-60,-60,0,0,0,0,0,0,0,0.1255584,0,-0.0023616
"30",10,31,2014,304,-3.686,1.676,0,3210,3210,0,0.075916667,1.70625,4.524708333,6.651375,7.844458333,8.675833333,9.23,9.933333333,10.41375,10.76208333,10.9425,11.02333333,11.50153846,11.21230769,"10/31/2014",3.2395625,0,0,0,0,0,0,0,0,0,0,0,0.1263456,0,0
"31",11,1,2014,305,4.069,4.242,0,3180,3180,0,3.549333333,3.847958333,4.928875,6.267291667,7.254,8.10425,8.769166667,9.6775,10.23333333,10.66458333,10.89208333,10.99916667,11.50153846,11.21230769,"11/1/2014",4.648364583,1,-30,-30,0,1,0,0,0,0,0,0,0.1251648,0,-0.0011808
"32",11,2,2014,306,7.594,3.734,0,3100,3100,0,5.804916667,5.6855,5.877125,6.577208333,7.228041667,7.886875,8.462916667,9.3725,10.015,10.53208333,10.81416667,10.95375,11.50153846,11.21230769,"11/2/2014",5.9861875,2,-110,-80,0,1,0,0,0,0,0,0,0.122016,0,-0.0031488
"33",11,3,2014,307,7.581,2.616,0,3050,3050,0,6.225666667,6.294083333,6.54475,6.9975,7.440708333,7.902416667,8.35825,9.132083333,9.786666667,10.34458333,10.70375,10.86875,11.50153846,11.21230769,"11/3/2014",6.5155,3,-160,-50,0,1,0,0,0,0,0,0,0.120048,0,-0.001968
"34",11,4,2014,308,1.052,2.057,0,2990,2990,0,4.272916667,5.144166667,6.394833333,7.125125,7.603541667,7.9915,8.396666667,9.0475,9.60875,10.16208333,10.58083333,10.77541667,11.50153846,11.21230769,"11/4/2014",5.734260417,4,-220,-60,0,1,0,0,0,0,0,0,0.1176864,0,-0.0023616
"35",11,5,2014,309,-0.48,0.533,1.5,2950,2950,0,2.337,3.532166667,5.219833333,6.449958333,7.22,7.790625,8.2525,8.91625,9.44875,9.996666667,10.42083333,10.65416667,11.50153846,11.21230769,"11/5/2014",4.384739583,5,-260,-40,0,1,0,0,0,0,0,0,0.116112,0,-0.0015744
"36",11,6,2014,310,1.404,0.61,0,2930,2930,25,2.712958333,3.688583333,5.108958333,6.213875,6.948333333,7.561208333,8.060375,8.804166667,9.38625,9.933333333,10.35,10.6075,11.50153846,11.21230769,"11/6/2014",4.43109375,6,-280,-20,0,1,0,0,0,0,0,0,0.1153248,0,-0.0007872
"37",11,7,2014,311,5.914,1.549,2,2890,2890,12,4.110083333,4.451583333,5.293291667,6.114833333,6.773916667,7.350875,7.863583333,8.627083333,9.23,9.797083333,10.24208333,10.51083333,11.50153846,11.21230769,"11/7/2014",4.992447917,7,-320,-40,-45.71428571,1,0,0,0,0,0,0,0.1137504,0,-0.0015744
"38",11,8,2014,312,0.932,1.245,1,2980,2980,0,2.489583333,3.403375,4.939,6.022583333,6.700916667,7.255583333,7.727916667,8.4725,9.07375,9.665416667,10.12416667,10.415,11.50153846,11.21230769,"11/8/2014",4.213635417,0,0,0,0,0,0,0,0,0,0,0,0.1172928,0,0
"39",11,9,2014,313,-4.216,0.787,0,3060,3060,0,-0.305125,1.645875,4.0905,5.55975,6.393416667,7.0395,7.567375,8.353333333,8.922916667,9.519583333,9.99875,10.30833333,11.50153846,11.21230769,"11/9/2014",2.74775,0,0,0,0,0,0,0,0,0,0,0,0.1204416,0,0
"40",11,10,2014,314,-6.689,0.61,0,3040,3040,0,-1.822166667,0.1205,2.79375,4.625375,5.73275,6.566583333,7.217916667,8.107791667,8.73375,9.36,9.861666667,10.18916667,11.50153846,11.21230769,"11/10/2014",1.429364583,1,-20,-20,0,1,0,0,0,0,0,0,0.1196544,0,-0.0007872
"41",11,11,2014,315,-6.971,0.584,0,2980,2980,0,-2.445458333,-0.531458333,2.110208333,3.951,5.144958333,6.070541667,6.826333333,7.850291667,8.566666667,9.23625,9.7675,10.10875,11.50153846,11.21230769,"11/11/2014",0.771072917,2,-80,-60,0,1,0,0,0,0,0,0,0.1172928,0,-0.0023616
"42",11,12,2014,316,-5.946,0.584,0.3,2610,2610,0,-1.815541667,-0.360708333,1.782083333,3.50575,4.686208333,5.642416667,6.439125,7.5665,8.36,9.1,9.667916667,10.03583333,11.50153846,11.21230769,"11/12/2014",0.777895833,3,-450,-370,0,1,0,0,0,0,0,0,0.1027296,0,-0.0145632
"43",11,13,2014,317,-9.77,0.787,0,2280,2280,13,-3.18875,-1.12225,1.462,3.225291667,4.355916667,5.313458333,6.096875,7.2825,8.160916667,8.97,9.5625,9.967916667,11.50153846,11.21230769,"11/13/2014",0.094072917,4,-780,-330,0,1,0,0,0,0,0,0,0.0897408,0,-0.0129888
"44",11,14,2014,318,-10.53,0.584,0,2070,2070,19,-4.051375,-2.138541667,0.640291667,2.645958333,3.8925,4.927333333,5.739666667,6.985875,7.909041667,8.782916667,9.4125,9.860416667,11.50153846,11.21230769,"11/14/2014",-0.725916667,5,-990,-210,0,1,0,0,0,0,0,0,0.0814752,0,-0.0082656
"45",11,15,2014,319,-10.905,0.762,0,1880,1880,18,-5.114416667,-3.018083333,-0.004166667,2.096333333,3.405416667,4.507166667,5.368708333,6.688166667,7.651958333,8.587916667,9.265416667,9.752916667,11.50153846,11.21230769,"11/15/2014",-1.510083334,6,-1180,-190,0,1,0,0,0,0,0,0,0.0739968,0,-0.0074784
"46",11,16,2014,320,-9.581,0.889,0.5,1600,1600,15,-4.67025,-2.831875,-0.345708333,1.623375,2.959375,4.062958333,4.982125,6.341958333,7.354375,8.33625,9.095833333,9.612916667,11.50153846,11.21230769,"11/16/2014",-1.556114583,7,-1460,-280,0,1,0,0,0,0,0,0,0.062976,0,-0.0110208
"47",11,17,2014,321,-11.92,0.686,0,1400,1400,15,-4.368208333,-2.461416667,-0.278625,1.455916667,2.699375,3.757375,4.677666667,6.0565,7.103875,8.131166667,8.945416667,9.495,11.50153846,11.21230769,"11/17/2014",-1.413083333,8,-1660,-200,0,1,0,0,0,0,0,0,0.055104,0,-0.007872
"48",11,18,2014,322,-9.035,0.838,0,1360,1360,12,-3.325958333,-2.079625,-0.258416667,1.351958333,2.511875,3.540541667,4.412583333,5.792583333,6.866166667,7.94975,8.79375,9.394583333,11.50153846,11.21230769,"11/18/2014",-1.078010417,9,-1700,-40,-188.8888889,1,0,0,0,0,0,0,0.0535296,0,-0.0015744
"49",11,19,2014,323,-9.465,1.295,0,1480,1480,27,-3.556833333,-2.118666667,-0.154291667,1.323916667,2.434791667,3.389791667,4.264,5.607958333,6.693666667,7.773875,8.67875,9.297916667,11.50153846,11.21230769,"11/19/2014",-1.12646875,0,0,0,0,0,0,0,0,0,0,0,0.0582528,0,0
"50",11,20,2014,324,-11.379,0.66,0,1850,1850,19,-5.618541667,-3.450708333,-0.648916667,1.106083333,2.2105,3.196041667,3.998125,5.341125,6.44925,7.583375,8.474583333,9.15625,11.50153846,11.21230769,"11/20/2014",-2.153020834,0,0,0,0,0,0,0,0,0,0,0,0.072816,0,0
"51",11,21,2014,325,-4.778,1.524,0,2110,2110,17,-3.460208333,-2.48425,-0.6965,0.908041667,2.039708333,3.023541667,3.854916667,5.18775,6.258541667,7.396208333,8.33875,9.045,11.50153846,11.21230769,"11/21/2014",-1.433229167,0,0,0,0,0,0,0,0,0,0,0,0.0830496,0,0
"52",11,22,2014,326,-1.262,0.686,0,2200,2200,12,-0.886625,-0.841875,-0.222291667,0.986916667,1.9895,2.909666667,3.711291667,5.022625,6.128708333,7.268166667,8.225416667,8.951666667,11.50153846,11.21230769,"11/22/2014",-0.24096875,0,0,0,0,0,0,0,0,0,0,0,0.086592,0,0
"53",11,23,2014,327,-1.334,1.295,0.3,2330,2330,10,-0.37475,-0.235375,0.155166667,1.088,1.99925,2.825958333,3.622958333,4.881291667,5.947625,7.074625,8.087166667,8.8225,11.50153846,11.21230769,"11/23/2014",0.158260417,0,0,0,0,0,0,0,0,0,0,0,0.0917088,0,0
"54",11,24,2014,328,-11.254,0.66,0,2520,2520,18,-4.517041667,-2.288583333,-0.060958333,1.119708333,1.954541667,2.741375,3.46475,4.678791667,5.720666667,6.860291667,7.860958333,8.635833333,11.50153846,11.21230769,"11/24/2014",-1.43671875,0,0,0,0,0,0,0,0,0,0,0,0.0991872,0,0
"55",11,25,2014,329,-8.684,0.356,0.5,2600,2600,21,-3.659541667,-2.258666667,-0.449416667,0.927125,1.8465,2.656958333,3.353541667,4.53375,5.566291667,6.701583333,7.704333333,8.500416667,11.50153846,11.21230769,"11/25/2014",-1.360125,0,0,0,0,0,0,0,0,0,0,0,0.102336,0,0
"56",11,26,2014,330,-18.07,0.533,0,2640,2640,61,-5.982791667,-3.461875,-0.718708333,0.791958333,1.728,2.531416667,3.253458333,4.420958333,5.439375,6.542708333,7.559583333,8.356666667,11.50153846,11.21230769,"11/26/2014",-2.342854167,0,0,0,0,0,0,0,0,0,0,0,0.1039104,0,0
"57",11,27,2014,331,-19.275,0.406,0.3,2620,2620,60,-8.489708333,-5.757166667,-1.815416667,0.36,1.414208333,2.302583333,3.028125,4.2175,5.222375,6.351625,7.35325,8.18125,11.50153846,11.21230769,"11/27/2014",-3.925572917,1,-20,-20,0,1,0,0,0,0,0,0,0.1031232,0,-0.0007872
"58",11,28,2014,332,-10.351,0.381,0.3,2540,2540,81,-5.052125,-3.654208333,-1.51025,0.186041667,1.24925,2.155916667,2.930541667,4.151083333,5.145125,6.262916667,7.286625,8.116666667,11.50153846,11.21230769,"11/28/2014",-2.507635417,2,-100,-80,0,1,0,0,0,0,0,0,0.0999744,0,-0.0031488
"59",11,29,2014,333,-11.089,0.686,0,2390,2390,31,-3.494958333,-2.390416667,-0.984,0.23225,1.194666667,2.0565,2.831291667,4.054625,5.057708333,6.174625,7.20875,8.039541667,11.50153846,11.21230769,"11/29/2014",-1.65928125,3,-250,-150,0,1,0,0,0,0,0,0,0.0940704,0,-0.005904
"60",11,30,2014,334,-16.78,0.787,0,2330,2330,28,-7.077666667,-4.450083333,-1.526583333,0.11675,1.057625,1.901583333,2.648875,3.86375,4.869375,5.998416667,7.029333333,7.876583333,11.50153846,11.21230769,"11/30/2014",-3.234395833,4,-310,-60,0,1,0,0,0,0,0,0,0.0917088,0,-0.0023616
"61",12,1,2014,335,-19.895,0.711,0,2280,2280,24,-9.869166667,-6.716625,-2.527125,-0.160958333,0.874625,1.742,2.475791667,3.687125,4.707291667,5.847875,6.876083333,7.739833333,11.50153846,11.21230769,"12/1/2014",-4.81846875,5,-360,-50,0,1,0,0,0,0,0,0,0.0897408,0,-0.001968
"62",12,2,2014,336,-12.408,0.533,0,2210,2210,20,-6.405416667,-4.78225,-2.3645,-0.302791667,0.772583333,1.669958333,2.392625,3.623708333,4.659916667,5.809833333,6.823125,7.705208333,11.50153846,11.21230769,"12/2/2014",-3.463739584,6,-430,-70,0,1,0,0,0,0,0,0,0.0869856,0,-0.0027552
"63",12,3,2014,337,-11.832,0.559,0,2150,2150,18,-5.389125,-3.803083333,-1.801875,-0.305708333,0.670791667,1.530208333,2.28075,3.506,4.545166667,5.678416667,6.720458333,7.592583333,11.50153846,11.21230769,"12/3/2014",-2.824947917,7,-490,-60,0,1,0,0,0,0,0,0,0.084624,0,-0.0023616
"64",12,4,2014,338,-8.804,0.584,0,2140,2140,16,-5.197083333,-3.797875,-1.915125,-0.395541667,0.579041667,1.429541667,2.161833333,3.372833333,4.41325,5.556583333,6.603666667,7.491333333,11.50153846,11.21230769,"12/4/2014",-2.82640625,8,-500,-10,-62.5,1,0,0,0,0,0,0,0.0842304,0,-0.0003936
"65",12,5,2014,339,-8.55,0.381,0,2140,2140,14,-4.440833333,-3.216458333,-1.605291667,-0.332625,0.5485,1.370708333,2.083083333,3.2795,4.32725,5.471083333,6.518708333,7.411041667,11.50153846,11.21230769,"12/5/2014",-2.398802083,0,0,0,0,0,0,0,0,0,0,0,0.0842304,0,0
"66",12,6,2014,340,-10.186,0.66,0,2150,2150,13,-5.130125,-3.707458333,-1.853333333,-0.48775,0.423458333,1.233291667,1.947083333,3.114375,4.13425,5.276833333,6.355083333,7.255583333,11.50153846,11.21230769,"12/6/2014",-2.794666667,0,0,0,0,0,0,0,0,0,0,0,0.084624,0,0
"67",12,7,2014,341,-0.072,0.838,0,2110,2110,11,-1.108583333,-1.225125,-1.00625,-0.276083333,0.488666667,1.26425,1.963458333,3.109875,4.100583333,5.238458333,6.315875,7.224,11.50153846,11.21230769,"12/7/2014",-0.904010417,1,-40,-40,0,1,0,0,0,0,0,0,0.0830496,0,-0.0015744
"68",12,8,2014,342,-7.876,0.991,0,2030,2030,8,-3.867333333,-2.104416667,-0.735416667,-0.171291667,0.474416667,1.189666667,1.892666667,3.007,3.975666667,5.083083333,6.18125,7.0785,11.50153846,11.21230769,"12/8/2014",-1.719614584,2,-120,-80,0,1,0,0,0,0,0,0,0.0799008,0,-0.0031488
"69",12,9,2014,343,-10.609,0.406,0,2010,2010,7,-6.193458333,-4.128208333,-1.78025,-0.410583333,0.365125,1.104791667,1.749833333,2.851833333,3.821041667,4.948333333,6.017708333,6.940375,11.50153846,11.21230769,"12/9/2014",-3.128125,3,-140,-20,0,1,0,0,0,0,0,0,0.0791136,0,-0.0007872
"70",12,10,2014,344,-3.318,0.356,0,1950,1950,7,-2.54825,-2.1605,-1.316458333,-0.378666667,0.39225,1.119083333,1.777083333,2.857,3.799208333,4.904541667,5.983166667,6.90425,11.50153846,11.21230769,"12/10/2014",-1.60096875,4,-200,-60,0,1,0,0,0,0,0,0,0.076752,0,-0.0023616
"71",12,11,2014,345,-1.427,0.152,0,1900,1900,7,-0.956,-1.045291667,-0.802458333,-0.234875,0.404375,1.094916667,1.738333333,2.796458333,3.734958333,4.82825,5.902875,6.821333333,11.50153846,11.21230769,"12/11/2014",-0.75965625,5,-250,-50,0,1,0,0,0,0,0,0,0.074784,0,-0.001968
"72",12,12,2014,346,0.869,0.102,0,1890,1890,10,-0.010083333,-0.30175,-0.403166667,-0.106291667,0.447458333,1.103166667,1.730125,2.762791667,3.682416667,4.759708333,5.830666667,6.748,11.50153846,11.21230769,"12/12/2014",-0.205322917,6,-260,-10,-43.33333333,1,0,0,0,0,0,0,0.0743904,0,-0.0003936
"73",12,13,2014,347,2.101,0,0,1910,1910,12,0.722125,0.073625,-0.249875,-0.07075,0.442208333,1.080958333,1.683625,2.694208333,3.607208333,4.675916667,5.737708333,6.654166667,11.50153846,11.21230769,"12/13/2014",0.11878125,0,0,0,0,0,0,0,0,0,0,0,0.0751776,0,0
"74",12,14,2014,348,1.426,0,0.5,1960,1960,0,0.655916667,0.167833333,-0.115416667,-0.006958333,0.483041667,1.091958333,1.685166667,2.665541667,3.558083333,4.608666667,5.669166667,6.580958333,11.50153846,11.21230769,"12/14/2014",0.17534375,0,0,0,0,0,0,0,0,0,0,0,0.0771456,0,0
"75",12,15,2014,349,-6.332,0.787,0,2010,2010,0,-2.828625,-1.121916667,-0.158958333,-0.016541667,0.43975,1.029125,1.619,2.587666667,3.448541667,4.479541667,5.534,6.442916667,11.50153846,11.21230769,"12/15/2014",-1.031510417,0,0,0,0,0,0,0,0,0,0,0,0.0791136,0,0
"76",12,16,2014,350,-12.22,0.33,0,2060,2060,2,-6.41325,-3.548333333,-1.003708333,-0.093916667,0.405291667,0.989041667,1.550416667,2.502083333,3.355958333,4.38175,5.415458333,6.327083333,11.50153846,11.21230769,"12/16/2014",-2.764802083,0,0,0,0,0,0,0,0,0,0,0,0.0810816,0,0
"77",12,17,2014,351,-12.346,0.152,0,2100,2100,0,-7.415541667,-4.771166667,-1.974625,-0.34525,0.373083333,0.990166667,1.522125,2.465416667,3.318875,4.341958333,5.343166667,6.263708333,11.50153846,11.21230769,"12/17/2014",-3.626645834,0,0,0,0,0,0,0,0,0,0,0,0.082656,0,0
"78",12,18,2014,352,-11.136,0.279,0,2110,2110,0,-6.988583333,-4.941708333,-2.4885,-0.698041667,0.221,0.8795,1.44425,2.378666667,3.207916667,4.22375,5.234291667,6.143083333,11.50153846,11.21230769,"12/18/2014",-3.779208333,0,0,0,0,0,0,0,0,0,0,0,0.0830496,0,0
"79",12,19,2014,353,-3.777,0.076,0,2030,2030,0,-2.964125,-2.520291667,-1.621833333,-0.568916667,0.2285,0.887666667,1.46125,2.40425,3.234041667,4.230041667,5.234875,6.137625,11.50153846,11.21230769,"12/19/2014",-1.918791667,1,-80,-80,0,0,0,0,0,0,0,0,0.0799008,0,-0.0031488
"80",12,20,2014,354,-1.596,0,0.8,1950,1950,12,-1.478375,-1.307625,-0.908625,-0.343333333,0.25675,0.8745,1.446458333,2.381083333,3.20525,4.19025,5.193291667,6.086583333,11.50153846,11.21230769,"12/20/2014",-1.009489583,2,-160,-80,0,0,0,0,0,0,0,0,0.076752,0,-0.0031488
"81",12,21,2014,355,-0.058,0.025,0,1940,1940,23,-0.60625,-0.72075,-0.58625,-0.211541667,0.285541667,0.869291667,1.422791667,2.345416667,3.163708333,4.143375,5.137916667,6.029291667,11.50153846,11.21230769,"12/21/2014",-0.531197917,3,-170,-10,-56.66666667,0,0,0,0,0,0,0,0.0763584,0,-0.0003936
"82",12,22,2014,356,1.834,0,1.8,1950,1950,24,0.527666667,-0.116208333,-0.307166667,-0.120083333,0.320375,0.881916667,1.41975,2.31775,3.126583333,4.096958333,5.089083333,5.972583333,11.50153846,11.21230769,"12/22/2014",-0.003947917,0,0,0,0,0,0,0,0,0,0,0,0.076752,0,0
"83",12,23,2014,357,0.228,0,0,1980,1980,23,0.063666667,0.007666667,-0.090791667,-0.065916667,0.325666667,0.861833333,1.392208333,2.273833333,3.069625,4.029083333,5.018125,5.8975,11.50153846,11.21230769,"12/23/2014",-0.02134375,0,0,0,0,0,0,0,0,0,0,0,0.0779328,0,0
